price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,size,type,paint_color,state
18400,2017,ford,mustang ecoboost premium,good,,gas,66222,clean,automatic,,convertible,black,fl
22990,2017,nissan,370z coupe 2d,good,6 cylinders,gas,21563,clean,automatic,,coupe,silver,fl
6995,1998,ford,mustang svt cobra,excellent,8 cylinders,gas,100000,clean,manual,,convertible,yellow,fl
3895,2006,chrysler,seabring,excellent,6 cylinders,gas,105000,clean,automatic,,convertible,silver,fl
15500,2013,mercedes-benz,c-class c 250,good,,gas,71056,clean,automatic,,coupe,red,fl
12000,2013,,2013 scion frs,,4 cylinders,gas,54000,clean,manual,,coupe,white,nj
17300,2012,cadillac,cts 3.6 coupe 2d,good,6 cylinders,gas,87472,clean,other,,coupe,black,fl
19690,2012,lexus,is 250c convertible 2d,good,6 cylinders,gas,66905,clean,other,,convertible,silver,fl
27200,2017,ford,mustang gt premium,excellent,8 cylinders,gas,37119,lien,automatic,compact,coupe,blue,fl
8000,1941,chevrolet,deluxe business coupe,fair,8 cylinders,gas,1300,clean,automatic,full-size,coupe,white,fl
22900,2013,nissan,370z coupe 2d,good,6 cylinders,gas,10568,clean,automatic,,coupe,black,fl
26990,2015,mercedes-benz,e-class e 400,good,6 cylinders,other,18859,clean,automatic,,coupe,black,fl
12590,2015,,Scion tC Hatchback Coupe 2D,good,,other,79529,clean,other,,coupe,red,fl
12990,2014,fiat,500c gq edition cabriolet,good,,gas,42424,clean,other,,convertible,white,fl
24990,2017,mazda,mx-5 miata rf grand,good,,gas,7048,clean,other,,convertible,red,fl
5200,2009,volvo,c30,,5 cylinders,gas,139674,clean,automatic,,coupe,silver,nj
20990,2017,fiat,124 spider abarth,good,,other,11790,clean,other,,convertible,red,fl
4500,2005,infiniti,g35,good,6 cylinders,gas,125373,salvage,manual,,coupe,black,fl
3500,2008,chrysler,sebring,,6 cylinders,gas,145856,clean,automatic,,convertible,black,nj
119000,2018,dodge,challneger demon,like new,8 cylinders,gas,154,clean,automatic,mid-size,coupe,red,nj
20990,2015,infiniti,q60 journey coupe 2d,good,6 cylinders,gas,32846,clean,automatic,,coupe,grey,fl
7000,2007,saturn,sky,good,4 cylinders,gas,107000,clean,manual,,convertible,grey,fl
19990,2016,honda,accord ex-l coupe 2d,good,,gas,16268,clean,automatic,,coupe,,fl
800,1999,volkswagen,beetle,fair,4 cylinders,gas,,clean,manual,compact,coupe,red,ca
16990,2011,bmw,3 series 328i convertible 2d,good,,other,34578,clean,automatic,,convertible,silver,fl
16400,2017,honda,accord sport se,like new,,gas,47000,clean,automatic,,coupe,grey,or
24990,2012,jaguar,xk coupe 2d,good,8 cylinders,gas,64157,clean,other,,coupe,silver,fl
2000,1979,chevrolet,monte carli,,8 cylinders,gas,,clean,automatic,mid-size,coupe,,fl
31000,2011,cadillac,cts-v coupe,excellent,8 cylinders,gas,51000,clean,automatic,full-size,coupe,silver,fl
9995,2002,ford,thunderbird,good,8 cylinders,gas,130927,clean,automatic,mid-size,convertible,custom,fl
21995,2017,dodge,challenger sxt,excellent,6 cylinders,gas,35321,clean,automatic,full-size,coupe,grey,fl
2995,2003,chevrolet,cavalier,good,4 cylinders,gas,105684,clean,automatic,sub-compact,coupe,grey,or
18995,2015,dodge,challenger sxt plus,excellent,6 cylinders,gas,73681,clean,automatic,full-size,coupe,white,fl
17500,1966,volkswagen,karmann ghia,excellent,,gas,55000,clean,manual,,coupe,silver,ca
18877,2017,dodge,challenger,excellent,6 cylinders,gas,41535,clean,automatic,,coupe,white,ca
17575,2004,chevrolet,corvette,,8 cylinders,gas,51877,clean,automatic,,coupe,red,fl
17695,2014,chevrolet,camaro lt 6 speed,like new,6 cylinders,gas,37421,clean,manual,full-size,coupe,red,fl
15000,2012,mercedes-benz,slk,good,4 cylinders,gas,62650,clean,automatic,mid-size,convertible,white,fl
30900,2017,mercedes-benz,benz c300,like new,4 cylinders,gas,15,clean,automatic,sub-compact,coupe,white,nj
13900,2013,,scion fr-s,like new,4 cylinders,gas,70330,clean,manual,compact,coupe,custom,fl
13977,1992,jaguar,xjs,excellent,12 cylinders,gas,49975,clean,automatic,compact,convertible,red,fl
12750,2012,bmw,328i convertible,excellent,6 cylinders,gas,67968,clean,automatic,mid-size,convertible,silver,fl
5959,1992,dodge,stealth,excellent,6 cylinders,gas,72500,clean,automatic,full-size,coupe,custom,fl
11998,2008,mercedes-benz,clk-class,excellent,,gas,49104,clean,automatic,,convertible,black,fl
18997,2016,bmw,2 series,excellent,,gas,19862,clean,automatic,,coupe,,fl
8895,2010,infiniti,g37,,,gas,109161,clean,automatic,sub-compact,coupe,,nj
25989,2017,bmw,m240i,,,gas,40369,clean,manual,sub-compact,coupe,,nj
10470,2006,ford,mustang premium,excellent,6 cylinders,gas,62641,clean,automatic,,convertible,,ca
15500,2013,mercedes-benz,c-class c 250,good,,gas,71056,clean,automatic,,coupe,red,fl
13000,2010,dodge,challenger rs,like new,6 cylinders,gas,36700,clean,automatic,mid-size,coupe,silver,fl
23990,2013,bmw,3 series 335is convertible,good,,gas,54060,clean,automatic,,convertible,black,fl
19200,2017,honda,civic si coupe,excellent,4 cylinders,gas,34000,lien,manual,,coupe,white,nj
29598,2019,ford,mustang,,8 cylinders,gas,27772,clean,automatic,,convertible,custom,fl
25498,2019,dodge,challenger,,8 cylinders,gas,27280,clean,automatic,,coupe,white,fl
14900,2012,ford,mustang coupe 2d,good,6 cylinders,gas,44942,clean,other,,coupe,black,fl
1800,1996,,Coupe,excellent,6 cylinders,gas,155215,clean,automatic,full-size,coupe,black,fl
74900,2012,nissan,gt-r,excellent,,gas,10069,clean,automatic,,coupe,,fl
626,2019,bmw,430i convertible,like new,6 cylinders,gas,7915,clean,automatic,mid-size,convertible,white,fl
15900,2015,ford,mustang v6 coupe 2d,good,6 cylinders,gas,69137,clean,other,,coupe,silver,fl
16590,2016,ford,mustang v6 coupe 2d,good,6 cylinders,other,60336,clean,automatic,,coupe,black,fl
19900,2016,chevrolet,camaro lt coupe 2d,good,6 cylinders,gas,31375,clean,other,,coupe,grey,fl
19590,2018,honda,civic lx-p coupe 2d,good,,gas,3009,clean,automatic,,coupe,,fl
23590,2014,nissan,370z touring coupe 2d,good,6 cylinders,gas,9479,clean,automatic,,coupe,white,fl
4975,1995,honda,del sol,excellent,4 cylinders,gas,82000,clean,manual,sub-compact,coupe,red,fl
3995,1999,chrysler,sebring,,,gas,86504,clean,automatic,compact,convertible,white,fl
0,2017,mercedes-benz,c-class,,,gas,8672,clean,automatic,,coupe,,ca
5988,2007,ford,mustang,,6 cylinders,gas,112744,clean,automatic,,coupe,blue,fl
1,2017,subaru,brz,excellent,4 cylinders,gas,40272,clean,automatic,mid-size,coupe,blue,fl
1,2016,,Scion FR-S,excellent,4 cylinders,gas,39723,clean,automatic,mid-size,coupe,black,fl
15900,1999,ford,mustang,,,gas,58083,clean,manual,sub-compact,convertible,red,fl
20500,2016,chevrolet,camaro lt coupe 2d,good,6 cylinders,gas,21843,clean,other,,coupe,grey,fl
399,2018,mercedes-benz,c-class,,,gas,8388,clean,automatic,,coupe,black,nj
17300,2015,mazda,mx-5 miata grand touring,excellent,4 cylinders,gas,10704,clean,automatic,,convertible,black,ca
27998,2017,bmw,4 series,excellent,,gas,47851,clean,automatic,,coupe,,fl
13898,2015,honda,civic,,4 cylinders,gas,67642,clean,automatic,,coupe,white,fl
4995,2005,toyota,solara,,,gas,168248,clean,automatic,compact,convertible,black,fl
7500,2004,ford,mustang,excellent,8 cylinders,gas,107000,clean,automatic,mid-size,coupe,yellow,ca
19590,2018,honda,civic lx-p coupe 2d,good,,gas,3009,clean,automatic,,coupe,,fl
16990,2012,infiniti,g g37 coupe 2d,good,6 cylinders,gas,69210,clean,automatic,,coupe,silver,fl
15000,1991,mazda,miata,excellent,4 cylinders,gas,16000,clean,manual,compact,convertible,red,nj
15870,2013,bmw,3 series,excellent,,gas,40127,clean,automatic,,convertible,,fl
31750,2018,dodge,challenger,excellent,,gas,26822,clean,manual,,coupe,,fl
6999,2009,volkswagen,eos lux,good,4 cylinders,gas,181285,clean,other,mid-size,convertible,blue,fl
3650,2011,kia,forte koup,good,4 cylinders,gas,121700,clean,automatic,sub-compact,coupe,silver,fl
6400,2004,lexus,sc 430 convertible,good,8 cylinders,gas,195726,clean,automatic,,convertible,silver,fl
29990,2012,ford,mustang boss 302 coupe 2d,good,8 cylinders,gas,40555,clean,other,,coupe,white,fl
24900,2019,honda,civic si coupe 2d,good,,gas,5058,clean,other,,coupe,black,fl
14999,2012,mercedes-benz,"e 350 85,000",excellent,6 cylinders,gas,85000,clean,automatic,,convertible,,ca
20700,2017,chevrolet,camaro lt coupe 2d,good,6 cylinders,gas,37806,clean,other,,coupe,red,fl
6900,1979,,Triumph TR7,excellent,4 cylinders,gas,,clean,manual,sub-compact,convertible,black,fl
4995,2002,chrysler,sebring,,,gas,84741,clean,automatic,compact,convertible,,fl
6000,1967,ford,galaxie 500,good,8 cylinders,gas,,clean,automatic,full-size,coupe,black,ia
16977,1977,mercedes-benz,benz 450 sl roadster,excellent,8 cylinders,gas,57590,clean,automatic,compact,convertible,blue,fl
64999,1953,cadillac,series 62 convertible,excellent,8 cylinders,gas,,clean,automatic,,convertible,,fl
3200,2003,acura,rsx,excellent,4 cylinders,gas,230000,clean,automatic,mid-size,coupe,white,fl
5999,2004,chrysler,crossfire 99k miles,excellent,6 cylinders,gas,99000,clean,automatic,,coupe,,ca
3000,1997,cadillac,eldorado,good,8 cylinders,gas,,clean,automatic,mid-size,coupe,black,il
1,2005,ford,mustang gt,like new,8 cylinders,gas,127964,clean,manual,compact,coupe,red,fl
22900,2017,subaru,brz limited coupe 2d,good,,gas,9968,clean,other,,coupe,silver,fl
1800,1968,ford,falcon,fair,other,gas,99999,clean,automatic,mid-size,coupe,grey,fl
18000,2016,ford,mustang v6,like new,6 cylinders,gas,33500,clean,automatic,,coupe,grey,fl
10500,2005,bmw,6 series,,,gas,85000,clean,other,,convertible,,fl
99850,2016,mercedes-benz,sl,excellent,,gas,23098,clean,automatic,,convertible,,fl
22180,2019,ford,mustang ecoboost premium,,,gas,39357,clean,automatic,,convertible,grey,wa
4250,1991,mercury,capri xr2 turbo,excellent,4 cylinders,gas,80260,clean,manual,compact,convertible,red,fl
5500,1974,mercury,cougar,,8 cylinders,gas,,clean,automatic,full-size,coupe,brown,ca
9797,2009,saturn,sky,,4 cylinders,gas,53988,clean,automatic,,convertible,silver,fl
12300,1999,chevrolet,corvette,excellent,8 cylinders,gas,65000,clean,manual,mid-size,convertible,silver,fl
11970,2009,bmw,6 series,excellent,,gas,116074,clean,automatic,,convertible,,fl
0,2013,mercedes-benz,cls-class,,,gas,101135,clean,automatic,full-size,coupe,,ca
13900,2013,hyundai,genesis coupe 3.8 track,like new,6 cylinders,gas,72000,clean,automatic,compact,coupe,black,fl
32999,2017,audi,tt roadster quattro,excellent,4 cylinders,gas,20364,clean,automatic,mid-size,convertible,silver,fl
52264,2016,,porsche boxster s,excellent,6 cylinders,gas,19266,clean,automatic,mid-size,convertible,silver,fl
22000,2017,,Miata GT,like new,4 cylinders,gas,5000,clean,manual,,convertible,red,fl
3997,2005,ford,mustang,,8 cylinders,gas,197809,clean,manual,,coupe,black,fl
0,2016,volkswagen,beetle coupe,,,gas,59367,clean,automatic,full-size,coupe,white,ca
23590,2014,nissan,370z touring coupe 2d,good,6 cylinders,gas,9479,clean,automatic,,coupe,white,fl
5500,2009,mini,clubman,,4 cylinders,gas,89314,clean,automatic,,coupe,white,nj
0,2015,ford,mustang,,,other,49239,clean,automatic,full-size,coupe,red,ca
4000,2005,infiniti,g35 coupe,excellent,6 cylinders,gas,0,clean,automatic,compact,coupe,silver,fl
6900,1971,cadillac,eldorado,excellent,,gas,51198,clean,automatic,full-size,convertible,red,fl
4900,2007,mini,cooper s,excellent,4 cylinders,gas,65500,lien,automatic,,convertible,silver,fl
7900,2000,,2000 grand prix gtp daytona 500,excellent,6 cylinders,gas,114900,clean,automatic,mid-size,coupe,silver,fl
2750,2003,dodge,stratus se,excellent,4 cylinders,gas,131727,clean,automatic,mid-size,coupe,silver,il
34999,1991,nissan,skyline gtr,excellent,6 cylinders,gas,101000,clean,manual,,coupe,blue,fl
24990,2018,cadillac,ats luxury coupe 2d,good,,gas,72767,clean,other,,coupe,black,nj
23990,2014,ford,mustang gt coupe 2d,good,8 cylinders,gas,32013,clean,other,,coupe,grey,nj
19990,2014,cadillac,elr coupe 2d,good,,hybrid,79642,clean,other,,coupe,red,nj
6500,2004,mercedes-benz,clk500 designo,excellent,8 cylinders,gas,100000,clean,automatic,,convertible,,ca
69988,2011,audi,r8 spyder~ 1-owner~ well service,excellent,,gas,34018,clean,automatic,,convertible,,fl
14500,2000,chevrolet,corvette convertible,excellent,8 cylinders,gas,57000,clean,automatic,,convertible,red,fl
21997,2010,nissan,370z,excellent,,gas,12657,clean,automatic,,convertible,,fl
19998,2012,nissan,370z,excellent,,gas,79954,clean,manual,,coupe,,fl
4950,2010,mini,cooper s,excellent,4 cylinders,gas,96000,clean,manual,sub-compact,coupe,black,fl
3500,2006,chevrolet,monte carlo ls,excellent,,gas,50000,clean,automatic,,coupe,,fl
21900,2013,dodge,challenger r/t plus coupe,good,8 cylinders,gas,36168,clean,other,,coupe,black,nj
13950,2016,hyundai,veloster coupe 3d,good,,gas,57550,clean,automatic,,coupe,white,nj
14900,1999,,porsche 911 carrera,excellent,6 cylinders,gas,89000,clean,automatic,mid-size,coupe,silver,fl
22900,2017,chevrolet,camaro lt coupe 2d,good,6 cylinders,gas,28341,clean,other,,coupe,silver,fl
0,2019,dodge,challenger,excellent,8 cylinders,gas,11253,clean,automatic,mid-size,coupe,black,ca
18000,2012,chevrolet,camaro ss convertible,like new,8 cylinders,gas,56286,clean,automatic,compact,convertible,silver,fl
25000,2015,dodge,challenger r/t,like new,8 cylinders,gas,14000,clean,automatic,full-size,coupe,blue,fl
48900,2017,dodge,challenger,,8 cylinders,gas,20003,clean,automatic,,coupe,red,ca
48900,2017,dodge,challenger,,8 cylinders,gas,20003,clean,automatic,,coupe,red,ca
8500,2005,mercedes-benz,benz sl500,good,8 cylinders,gas,74100,clean,automatic,,convertible,silver,fl
7500,2010,honda,civic,good,4 cylinders,gas,97962,clean,automatic,mid-size,coupe,black,il
1,1967,ford,thunderbird,excellent,8 cylinders,gas,,clean,automatic,full-size,coupe,white,ca
7500,2007,chevrolet,monte carlo lt 3.5l,good,6 cylinders,gas,91863,clean,automatic,,coupe,black,fl
18000,2000,chevrolet,camaro,excellent,8 cylinders,gas,17500,clean,manual,,convertible,,fl
18790,2013,infiniti,g g37x coupe 2d,good,6 cylinders,gas,66493,clean,automatic,,coupe,blue,fl
4600,2010,honda,civic ex-l,excellent,4 cylinders,gas,,clean,automatic,,coupe,silver,fl
18000,2015,ford,mustang ecoboost premium,excellent,4 cylinders,gas,,clean,automatic,compact,coupe,white,ca
3350,2006,chevrolet,cobalt ss,good,4 cylinders,gas,126800,clean,manual,compact,coupe,black,il
2000,2002,ford,mustang deluxe v6 coupe,fair,6 cylinders,gas,153921,clean,automatic,mid-size,coupe,yellow,fl
4999,2005,ford,mustang,excellent,,gas,155737,clean,automatic,,coupe,blue,il
5500,1985,,oldsmobile cutlass,good,8 cylinders,gas,95000,clean,automatic,,coupe,custom,ca
9500,1987,nissan,300zx,excellent,6 cylinders,gas,,clean,manual,,coupe,white,il
6800,2011,honda,accord ex,salvage,,gas,100000,salvage,automatic,,coupe,grey,ca
4300,2003,ford,mustang coupe,good,6 cylinders,gas,140300,clean,automatic,compact,coupe,black,fl
9500,2015,,scion fr-s,excellent,4 cylinders,gas,84000,rebuilt,manual,full-size,coupe,black,fl
14900,2019,honda,civic,like new,4 cylinders,gas,8000,rebuilt,automatic,,coupe,white,fl
249,2010,chevrolet,camaro 2ss,good,8 cylinders,other,30628,clean,manual,,coupe,yellow,il
1850,1997,ford,mustang,good,6 cylinders,gas,153810,clean,automatic,compact,coupe,white,il
8662,2005,bmw,z4 roadster rwd gas auto,,,gas,104210,clean,automatic,,convertible,blue,wa
23000,1997,chevrolet,camaro z28,excellent,8 cylinders,gas,86000,clean,manual,,coupe,red,il
4300,2009,honda,accord 2-door coupe,excellent,4 cylinders,gas,,clean,automatic,compact,coupe,silver,nj
69999,2011,chevrolet,corvette zr1 rwd gas,,,gas,24069,clean,manual,,coupe,blue,wa
7000,1974,datsun,260z,good,6 cylinders,gas,82000,clean,manual,compact,coupe,white,il
6500,2004,infiniti,g35,excellent,6 cylinders,gas,76865,clean,automatic,,coupe,silver,il
9000,1978,,oldsmobile cutlass,good,8 cylinders,gas,,clean,automatic,,coupe,silver,il
3500,2006,honda,civic,good,4 cylinders,gas,180000,clean,automatic,compact,coupe,black,il
9200,2007,pontiac,solstice,excellent,6 cylinders,gas,66500,clean,automatic,compact,convertible,yellow,il
15400,2014,chevrolet,camaro lt coupe 2d,good,6 cylinders,gas,71797,clean,automatic,,coupe,,fl
8599,2011,bmw,328i,excellent,6 cylinders,gas,106158,clean,automatic,full-size,coupe,grey,fl
10500,1997,bmw,z3,excellent,4 cylinders,gas,55000,clean,manual,compact,convertible,red,nj
20000,1989,honda,cr-x si,excellent,4 cylinders,gas,160000,clean,manual,compact,coupe,white,il
0,2015,ford,mustang,excellent,6 cylinders,gas,47314,clean,automatic,sub-compact,convertible,,il
3995,2004,toyota,camry solara,excellent,6 cylinders,gas,123000,clean,automatic,,coupe,,il
25600,2016,ford,mustang gt premium coupe 2d,good,8 cylinders,gas,48412,clean,other,,coupe,red,fl
8900,2008,ford,mustang,good,6 cylinders,gas,63000,clean,automatic,,coupe,grey,ca
5000,1988,chevrolet,camaro,good,8 cylinders,gas,120000,clean,manual,,convertible,red,fl
0,2012,ford,mustang v6,,,gas,98058,clean,automatic,,coupe,black,ca
14300,1998,ford,mustand,like new,8 cylinders,gas,47000,clean,manual,mid-size,convertible,red,il
17995,1965,,1965 CHEVELLE SS,good,8 cylinders,gas,0,clean,automatic,mid-size,coupe,white,il
5999,2005,mini,cooper hardtop,excellent,4 cylinders,gas,,clean,automatic,sub-compact,coupe,,ca
11900,2003,,03 thunderbird,excellent,8 cylinders,gas,78000,clean,automatic,mid-size,convertible,black,il
14900,2019,honda,civic,like new,4 cylinders,gas,,rebuilt,automatic,,coupe,white,fl
11995,2011,infiniti,g37 coupe journey,excellent,6 cylinders,gas,66000,clean,automatic,,coupe,red,fl
7500,2006,volkswagen,beetle gls tdi,excellent,4 cylinders,diesel,80430,clean,manual,compact,coupe,silver,nj
0,2012,honda,civic,,,gas,,clean,manual,compact,coupe,red,ca
18977,2004,chevrolet,corvette,,8 cylinders,gas,42091,clean,manual,,convertible,red,il
17990,2014,chevrolet,camaro lt coupe 2d,good,6 cylinders,gas,40102,clean,other,,coupe,white,ks
2695,2005,chevrolet,cobalt,good,4 cylinders,gas,182676,clean,automatic,,coupe,blue,il
14900,2011,chevrolet,camaro lt coupe 2d,good,6 cylinders,gas,77484,clean,other,,coupe,black,ks
2998,2009,chevrolet,cobalt lt,excellent,4 cylinders,gas,180109,clean,automatic,mid-size,coupe,white,ks
18000,2015,chevrolet,camaro ls coupe 2d,good,6 cylinders,gas,13086,clean,automatic,,coupe,silver,ks
24000,2017,ford,mustang gt premium coupe 2d,good,8 cylinders,gas,63344,clean,automatic,,coupe,,ks
31500,2018,dodge,challenger,,,gas,18934,clean,automatic,,coupe,,fl
8999,1974,dodge,charger se,good,8 cylinders,gas,78500,clean,automatic,,coupe,red,ks
18500,2017,ford,mustang,,,gas,10735,clean,,sub-compact,coupe,black,fl
24990,2016,audi,a5 premium plus coupe 2d,good,,other,21458,clean,automatic,,coupe,black,ks
17600,2015,ford,mustang v6 coupe 2d,good,6 cylinders,gas,32631,clean,automatic,,coupe,red,ks
18500,2015,subaru,brz series.blue coupe 2d,good,,gas,55577,clean,other,,coupe,blue,ks
0,2013,dodge,challenger,,,gas,49961,clean,automatic,,coupe,black,fl
29900,2016,bmw,4 series 435i coupe 2d,good,,gas,17620,clean,automatic,,coupe,black,ks
17900,2010,nissan,370z coupe 2d,good,6 cylinders,gas,49186,clean,automatic,,coupe,silver,ks
2900,1998,bmw,328i,excellent,6 cylinders,gas,149000,clean,automatic,mid-size,convertible,black,il
17900,2017,ford,mustang v6 coupe 2d,good,6 cylinders,gas,27352,clean,other,,coupe,silver,ks
18900,2016,chevrolet,camaro lt coupe 2d,good,,gas,33276,clean,other,,coupe,red,ks
3595,2007,ford,mustang,excellent,,gas,154366,clean,automatic,,coupe,,ok
27500,1931,chevrolet,sport roadster,excellent,6 cylinders,gas,,clean,manual,full-size,convertible,yellow,pa
14395,2008,bmw,650i,,8 cylinders,gas,65213,clean,automatic,,convertible,white,pa
4500,2012,volkswagen,beetle,like new,5 cylinders,gas,102000,clean,automatic,,coupe,silver,ca
20988,2011,mercedes-benz,sl-class,excellent,,gas,90099,clean,automatic,,convertible,,nj
9750,1992,chevrolet,corvette convertible,good,8 cylinders,gas,89701,clean,automatic,,convertible,purple,fl
89895,2018,mercedes-benz,amg gt,,,gas,4223,clean,automatic,,convertible,white,nj
89995,2002,ferrari,360 modena,,,gas,27110,clean,manual,,coupe,silver,wi
7800,2012,honda,civic,excellent,4 cylinders,gas,,clean,automatic,,coupe,grey,ok
67995,2016,chevrolet,corvette,,8 cylinders,gas,2250,clean,automatic,,coupe,red,wa
47000,2015,chevrolet,corvette,,8 cylinders,gas,5659,clean,automatic,,coupe,black,pa
4950,2004,chevrolet,monte carlo,excellent,6 cylinders,gas,,clean,automatic,mid-size,coupe,silver,il
35495,2007,,Porsche 911,excellent,6 cylinders,gas,61000,clean,automatic,mid-size,convertible,black,fl
13500,2003,ford,thunderbird convertible,excellent,8 cylinders,gas,50000,clean,automatic,mid-size,convertible,grey,fl
50000,,,olet Corvette,,8 cylinders,gas,2495,clean,automatic,,coupe,orange,pa
5395,2005,chrysler,crossfire,excellent,6 cylinders,gas,133834,clean,automatic,mid-size,coupe,grey,fl
9895,2009,bmw,3 series,excellent,6 cylinders,gas,100125,clean,manual,mid-size,convertible,grey,fl
25900,1931,buick,coupe,like new,8 cylinders,gas,,clean,manual,full-size,coupe,blue,pa
7099,2010,chevrolet,camaro,,,gas,86554,clean,manual,compact,coupe,black,nj
41950,2020,dodge,challenger,excellent,,gas,2086,clean,automatic,,coupe,white,ca
17790,2017,ford,mustang v6 coupe 2d,good,6 cylinders,gas,40572,clean,other,,coupe,red,fl
27995,1979,chevrolet,camaro z28,excellent,8 cylinders,gas,3886,clean,automatic,,coupe,grey,ok
19977,2018,chevrolet,camaro,,6 cylinders,gas,24090,clean,other,,coupe,black,or
14842,2015,honda,civic,,4 cylinders,gas,36480,clean,automatic,,coupe,,or
2000,1998,ford,mustang,good,6 cylinders,gas,220000,clean,automatic,,convertible,white,or
0,2016,jeep,wrangler unlimited sahara,,6 cylinders,gas,,clean,automatic,,convertible,,or
46500,1970,pontiac,firebird formula 400,,8 cylinders,gas,18700,clean,manual,,coupe,orange,pa
9500,2016,chevrolet,cruze,good,4 cylinders,gas,,rebuilt,automatic,compact,coupe,white,pa
12999,2013,volkswagen,beetle convertible,excellent,4 cylinders,gas,76872,clean,automatic,compact,coupe,silver,ok
15990,2015,honda,civic ex coupe 2d,good,,other,31723,clean,automatic,,coupe,grey,fl
8500,2012,nissan,altima coupe 3.5,excellent,6 cylinders,gas,69000,clean,automatic,compact,coupe,red,pa
8798,2004,audi,tt,,,gas,115657,clean,automatic,,convertible,black,ok
23590,2013,infiniti,g ipl coupe 2d,good,6 cylinders,gas,54493,clean,automatic,,coupe,purple,ok
5999,2004,nissan,350z convertible,excellent,6 cylinders,gas,100568,clean,automatic,compact,convertible,black,fl
11999,2015,,hyundia genessis,like new,6 cylinders,gas,75869,clean,automatic,full-size,coupe,blue,fl
13750,2014,volkswagen,beetle,excellent,4 cylinders,gas,42000,clean,automatic,compact,convertible,grey,pa
14450,2012,chrysler,300,good,8 cylinders,gas,66274,clean,automatic,mid-size,coupe,black,pa
1,2015,chevrolet,camaro,excellent,6 cylinders,gas,33462,clean,automatic,mid-size,coupe,red,fl
1,2015,chevrolet,camaro,excellent,10 cylinders,gas,52877,clean,other,mid-size,coupe,blue,fl
6850,2010,ford,mustang,,6 cylinders,gas,2010,clean,automatic,mid-size,coupe,silver,pa
24995,2019,chevrolet,camaro,like new,6 cylinders,gas,23665,clean,automatic,mid-size,coupe,black,ca
9999,2013,mini,cooper s paceman,excellent,4 cylinders,gas,44360,clean,manual,sub-compact,coupe,silver,pa
5100,2011,hyundai,genesis coupe,excellent,4 cylinders,gas,58000,rebuilt,manual,compact,coupe,black,fl
6995,2003,bmw,325ci,excellent,6 cylinders,gas,146000,clean,automatic,mid-size,convertible,silver,pa
9900,2000,mercedes-benz,benz sl500,excellent,8 cylinders,gas,108000,clean,automatic,mid-size,convertible,red,ok
6500,2011,mini,cooper s,excellent,4 cylinders,gas,107000,clean,manual,compact,coupe,black,fl
19990,2016,honda,accord ex-l coupe 2d,good,,gas,26375,clean,automatic,,coupe,black,fl
30000,2016,ford,mustang gt premium,like new,8 cylinders,gas,15333,clean,automatic,,coupe,black,pa
5500,2007,chrysler,crossfire limited,good,6 cylinders,gas,115000,clean,automatic,compact,coupe,red,pa
2800,2005,chevrolet,cavalier coupe,good,4 cylinders,gas,120800,clean,automatic,compact,coupe,silver,fl
5495,2009,chevrolet,cobalt,excellent,4 cylinders,gas,,clean,manual,,coupe,blue,pa
7295,1996,chevrolet,camaro,good,6 cylinders,gas,,clean,automatic,,coupe,white,pa
6000,1954,ford,,good,8 cylinders,gas,,clean,manual,,coupe,,ca
12900,2013,hyundai,elantra gs coupe 2d,good,,gas,34079,clean,automatic,,coupe,silver,nj
15800,2013,mercedes-benz,c-class c 350,good,6 cylinders,gas,99001,clean,automatic,,coupe,white,nj
5200,1997,jeep,wrangler sport,good,6 cylinders,gas,160000,clean,automatic,,convertible,white,nj
17990,2012,bmw,1 series 128i convertible 2d,good,,gas,24606,clean,other,,convertible,black,nj
13590,2013,hyundai,veloster turbo coupe 3d,good,,gas,35517,clean,other,,coupe,orange,nj
22900,2011,ford,mustang gt,like new,8 cylinders,gas,16159,clean,automatic,,coupe,white,pa
19900,2011,chevrolet,camaro ss,like new,8 cylinders,gas,37650,clean,manual,,coupe,white,pa
45900,2011,chevrolet,corvette z06,like new,8 cylinders,gas,20025,clean,manual,,coupe,yellow,pa
5900,2009,,smart car fortwo,excellent,6 cylinders,gas,34122,clean,automatic,full-size,coupe,white,fl
2200,2004,honda,civic,,4 cylinders,gas,193443,clean,automatic,,coupe,silver,nj
12500,1953,ford,cuatom,excellent,8 cylinders,gas,,clean,automatic,full-size,coupe,brown,fl
6540,2007,ford,mustang convertible,excellent,6 cylinders,gas,133398,clean,automatic,,convertible,black,pa
25900,2010,dodge,challenger srt8,like new,8 cylinders,gas,30420,clean,manual,,coupe,yellow,pa
4299,2005,nissan,350z,excellent,6 cylinders,gas,89651,rebuilt,manual,,convertible,silver,fl
34900,1968,,PLYMOUTH ROADRUNNER,excellent,8 cylinders,gas,1339,clean,automatic,full-size,coupe,purple,pa
3000,1995,honda,civic coupe ex,good,4 cylinders,gas,,clean,manual,sub-compact,coupe,black,fl
5995,2013,,2013Hyundai Veloster,good,4 cylinders,gas,90973,clean,manual,compact,coupe,orange,ok
39995,2005,aston-martin,martin db9,like new,12 cylinders,gas,39648,clean,automatic,full-size,convertible,silver,fl
22495,1966,ford,mustang,excellent,8 cylinders,gas,62000,clean,automatic,full-size,coupe,white,ny
14000,2011,bmw,328xi coupe,excellent,6 cylinders,gas,48000,clean,automatic,mid-size,coupe,black,ny
